kind,dlinrt_name,dlinrt_id,company,status,srn,certificate_numbers,notified_bodies,legislation,risk_class,basic_udi,emdn_code,eudamed_name,candidate_count,note,query_url
product,Workspace+,mvision-ai-workspace-plus,MVision AI,confirmed,FI-MF-000013082,,,,class-iia,642983006424WS1.0ZQ,,Workspace+,1,manufacturer: MVision AI Oy,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Workspace%2B
product,Intelligent Radiation Therapy (iRT),ge-healthcare-irt,GE Healthcare,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Intelligent+Radiation+Therapy+%28iRT%29
product,AccuLearning,manteia-acculearning,Manteia,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=AccuLearning
product,Lumonus AI (Oncology Intelligence Layer),lumonus-ai,Lumonus,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Lumonus+AI+%28Oncology+Intelligence+Layer%29
product,ART-Plan+,therapanacea-art-plan,Therapanacea,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=ART-Plan%2B
product,RayStation Deep Learning Dose Prediction,raysearch-raystation-planning,RaySearch Laboratories,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=RayStation+Deep+Learning+Dose+Prediction
product,MOZI TPS,manteia-mozi,Manteia,confirmed,CN-MF-000023911,,,,class-iib,697312740MOZITPS77,,MOZI TPS,1,"manufacturer: Manteia Technologies Co., Ltd.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=MOZI+TPS
product,Plan AI,plan-ai,Sun Nuclear (Mirion Medical),confirmed,US-MF-000020245,,,,class-iib,506060888PlanAIXR,,Plan AI,1,manufacturer: Sun Nuclear Corporation,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Plan+AI
product,Radiation Planning Assistant (RPA),rpa-radiation-planning-assistant,MD Anderson Cancer Center,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Radiation+Planning+Assistant+%28RPA%29
product,uRT Auto-Planning,united-urt-auto-planning,United Imaging,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=uRT+Auto-Planning
product,Dose+,mvision-dose-plus,MVision AI,confirmed,FI-MF-000013082,,,,class-iia,642983006423Dose1.0DH,,Dose+,8,manufacturer: MVision AI Oy,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Dose%2B
product,DeepPlan,wisdom-deep-plan,Wisdom Tech,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=DeepPlan
product,SmartPlan,therapanacea-smartplan,Therapanacea,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=SmartPlan
product,RadOncAI,informai-radoncai,"InformAI, Inc.",not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=RadOncAI
product,Precise Image,philips-precise-image,Philips,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Precise+Image
product,SmartSpeed,philips-smartspeed,Philips,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=SmartSpeed
product,SmartSpeed Precise,philips-smartspeed-precise,Philips,lookup-failed,,,,,,,,,0,device lookup: HTTP 429,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=SmartSpeed+Precise
product,PET/CT Adaptive Reconstruction,philips-petct-adaptive-reconstruction,Philips,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=PET%2FCT+Adaptive+Reconstruction
product,AIR Recon DL,ge-air-recon-dl,GE Healthcare,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=AIR+Recon+DL
product,TrueFidelity,ge-truefidelity,GE Healthcare,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=TrueFidelity
product,Deep Resolve,siemens-deep-resolve,Siemens Healthineers,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Deep+Resolve
product,AiCE CT,canon-aice-ct,Canon Medical Systems,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=AiCE+CT
product,AiCE MR,canon-aice-mr,Canon Medical Systems,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=AiCE+MR
product,PIQE (Precise IQ Engine),canon-piqe,Canon Medical Systems,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=PIQE+%28Precise+IQ+Engine%29
product,uAIFI,united-uai-vision-recon,United Imaging,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=uAIFI
product,uAIFI on uMR,united-uaifi-umr,United Imaging,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=uAIFI+on+uMR
product,HD TOF 2.0,united-hd-tof,United Imaging,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=HD+TOF+2.0
product,IRIS Evo,elekta-iris,Elekta,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=IRIS+Evo
product,Precision DL,ge-precision-dl,GE Healthcare,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Precision+DL
product,AIR Recon DL Enhancement Mode,ge-air-recon-dl-enhancement,GE Healthcare,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=AIR+Recon+DL+Enhancement+Mode
product,SwiftMR,airs-swiftmr,AIRS Medical,ambiguous,KR-MF-000009149,,,,class-iia,88001247SWIFTMRYN,,SwiftMR,2,manufacturer: AIRS Medical Inc.; 2 matching records,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=SwiftMR
product,SubtleMR,subtle-mr,Subtle Medical,confirmed,US-MF-000032747,,,,class-iia,08600001712SubtleMR225,,SubtleMR (Software as a Service for post-processing of Magnetic Resonance data),1,"manufacturer: Subtle Medical, Inc.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=SubtleMR
product,SubtlePET,subtle-pet,Subtle Medical,confirmed,US-MF-000032747,,,,class-iia,08600001712SubtlePET2B3,,SubtlePET (Software as a Service for post-processing of Positron Emission Tomography data),1,"manufacturer: Subtle Medical, Inc.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=SubtlePET
product,SubtleHD(PET),subtle-hd-pet,Subtle Medical,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=SubtleHD%28PET%29
product,AiMIFY,subtle-aimify,Subtle Medical,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=AiMIFY
product,SubtleHD,subtle-hd,Subtle Medical,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=SubtleHD
product,SubtleHD(CT),subtle-hd-ct,Subtle Medical,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=SubtleHD%28CT%29
product,PixelShine,algomedica-pixelshine,AlgoMedica,lookup-failed,,,,,,,,,0,device lookup: HTTP 429,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=PixelShine
product,ClariCT.AI,claripi-clarict-ai,ClariPi,confirmed,KR-MF-000031518,,,,class-iia,B-88000468CAI-066B3Z,,ClariCT.AI,1,manufacturer: ClariPi Inc.,https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=ClariCT.AI
product,ClariACE,claripi-clariace,ClariPi,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=ClariACE
product,AIQUALIS,ptw-aqualis,PTW,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=AIQUALIS
product,Verify,mvision-verify,MVision AI,ambiguous,,,,,,,,,20,"20 UDI-DI record(s) share this trade name, none from MVision AI; first manufacturer: Accriva Diagnostics, Inc.",https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Verify
product,RayIntelligence,raysearch-rayintelligence,RaySearch Laboratories,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=RayIntelligence
product,Synchrony®,accuray-synchrony,Accuray®,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Synchrony%C2%AE
product,Precise Position,philips-precise-position,Philips,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Precise+Position
product,MedLever Assistant,medlever-assistant-pipeline,"MedLever, Inc.",not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=MedLever+Assistant
product,MedLever Copilot,medlever-copilot-pipeline,"MedLever, Inc.",not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=MedLever+Copilot
product,iRT for Theranostics,ge-irt-theranostics-pipeline,GE Healthcare,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=iRT+for+Theranostics
product,uCT 610 Sim — Deep Learning Full-FOV Reconstruction,united-uct610-sim-dl-recon-pipeline,United Imaging,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=uCT+610+Sim+%E2%80%94+Deep+Learning+Full-FOV+Reconstruction
product,Mediq RT — 4D CT (Research Module),synaptiq-mediq-rt-4dct-pipeline,Synaptiq,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=Mediq+RT+%E2%80%94+4D+CT+%28Research+Module%29
product,NeuralRadBrain,neuralrad-brain-pipeline,NeuralRad,not-registered,,,,,,,,,0,no UDI-DI record returned for this trade name (device registration mandatory from 2026-05-28),https://ec.europa.eu/tools/eudamed/api/devices/udiDiData?page=0&pageSize=20&size=20&languageIso2Code=en&tradeName=NeuralRadBrain
